AssemblyAccession	Taxid	LastMajorReleaseAccession	AssemblyName	Organism	SpeciesTaxid	SpeciesName	Synonym	superkingdom	phylum	class	order	family	genus	species
GCF_000043285.1	203907	GCF_000043285.1	ASM4328v1	Candidatus Blochmannia floridanus (enterobacteria)	203907	Candidatus Blochmannia floridanus	GCA_000043285.1GCF_000043285.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Blochmannia	Candidatus Blochmannia floridanus
GCF_003692615.1	2039166	GCF_003692615.1	ASM369261v1	Chryseobacterium sp. 6424 (CFB group bacteria)	2039166	Chryseobacterium sp. 6424	GCA_003692615.1GCF_003692615.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium sp. 6424
GCF_900699785.1	204	GCF_900699785.1	B91_SC	Campylobacter showae (e-proteobacteria)	204	Campylobacter showae	GCA_900699785.1GCF_900699785.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter showae
GCF_003049785.1	204038	GCF_003049785.1	ASM304978v1	Dickeya dadantii (enterobacteria)	204038	Dickeya dadantii	GCA_003049785.1GCF_003049785.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dadantii
GCF_003403135.1	204039	GCF_003403135.1	ASM340313v1	Dickeya dianthicola (enterobacteria)	204039	Dickeya dianthicola	GCA_003403135.1GCF_003403135.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dianthicola
GCF_002887555.1	204042	GCF_002887555.1	ASM288755v1	Dickeya zeae (enterobacteria)	204042	Dickeya zeae	GCA_002887555.1GCF_002887555.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya zeae
GCF_003351945.1	2040624	GCF_003351945.1	ASM335194v1	Gemella sp. ND 6198 (firmicutes)	2040624	Gemella sp. ND 6198	GCA_003351945.1GCF_003351945.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	NA	Gemella	Gemella sp. ND 6198
GCF_001509405.1	2041	GCF_001509405.1	ASM150940v1	Aeromicrobium erythreum (high GC Gram+)	2041	Aeromicrobium erythreum	GCA_001509405.1GCF_001509405.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium erythreum
GCF_002441855.2	2041044	GCF_002441855.2	ASM244185v2	Eubacterium maltosivorans (firmicutes)	2041044	Eubacterium maltosivorans	GCA_002441855.2GCF_002441855.2identical	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium maltosivorans
GCF_002307355.1	2042057	GCF_002307355.1	ASM230735v1	Pectobacterium polaris (enterobacteria)	2042057	Pectobacterium polaris	GCA_002307355.1GCF_002307355.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium polaris
GCF_002288545.1	2042057	GCF_002288545.1	ASM228854v1	Pectobacterium polaris (enterobacteria)	2042057	Pectobacterium polaris	GCA_002288545.1GCF_002288545.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium polaris
GCF_006385135.1	2043170	GCF_006385135.1	ASM638513v1	Emcibacter congregatus (a-proteobacteria)	2043170	Emcibacter congregatus	GCA_006385135.1GCF_006385135.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Emcibacterales	Emcibacteraceae	Emcibacter	Emcibacter congregatus
GCF_005843885.1	2044467	GCF_005843885.1	ASM584388v1	Escherichia sp. E4742 (enterobacteria)	2044467	Escherichia sp. E4742	GCA_005843885.1GCF_005843885.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia sp. E4742
GCF_003718735.1	2044912	GCF_003718735.1	ASM371873v1	Staphylococcus sp. SDB 2975 (firmicutes)	2044912	Staphylococcus sp. SDB 2975	GCA_003718735.1GCF_003718735.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus sp. SDB 2975
GCF_000785495.1	2045	GCF_000785495.1	ASM78549v1	Pimelobacter simplex (high GC Gram+)	2045	Pimelobacter simplex	GCA_000785495.1GCF_000785495.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex
GCF_002752675.1	2045208	GCF_002752675.1	ASM275267v1	Massilia violaceinigra (b-proteobacteria)	2045208	Massilia violaceinigra	GCA_002752675.1GCF_002752675.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia violaceinigra
GCF_000021545.1	204536	GCF_000021545.1	ASM2154v1	Sulfurihydrogenibium azorense Az-Fu1 (aquificales)	309806	Sulfurihydrogenibium azorense	GCA_000021545.1GCF_000021545.1identical	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
GCF_002865585.1	2045452	GCF_002865585.1	ASM286558v1	Nocardioides sp. 78 (high GC Gram+)	2045452	Nocardioides sp. 78	GCA_002865585.1GCF_002865585.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	Nocardioides sp. 78
GCF_000014005.1	204669	GCF_000014005.1	ASM1400v1	Candidatus Koribacter versatilis Ellin345 (bacteria)	658062	Candidatus Koribacter versatilis	GCA_000014005.1GCF_000014005.1identical	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Candidatus Koribacter	Candidatus Koribacter versatilis
GCF_900637985.1	2047	GCF_900637985.1	54949_H01	Rothia dentocariosa (high GC Gram+)	2047	Rothia dentocariosa	GCA_900637985.1GCF_900637985.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa
GCF_000223195.1	204722	GCF_000223195.1	ASM22319v1	Brucella suis 1330 (a-proteobacteria)	29461	Brucella suis	GCA_000223195.1GCF_000223195.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis
GCF_000007505.1	204722	GCF_000007505.1	ASM750v1	Brucella suis 1330 (a-proteobacteria)	29461	Brucella suis	GCA_000007505.1GCF_000007505.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella suis
GCF_000026125.1	204773	GCF_000026125.1	ASM2612v1	Herminiimonas arsenicoxydans (b-proteobacteria)	204773	Herminiimonas arsenicoxydans	GCA_000026125.1GCF_000026125.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herminiimonas	Herminiimonas arsenicoxydans
GCF_002844375.1	2048283	GCF_002844375.1	ASM284437v1	Thalassospira marina (a-proteobacteria)	2048283	Thalassospira marina	GCA_002844375.1GCF_002844375.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira marina
GCF_002736105.1	2048654	GCF_002736105.1	ASM273610v1	Solibacillus sp. R5-41 (firmicutes)	2048654	Solibacillus sp. R5-41	GCA_002736105.1GCF_002736105.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	Solibacillus sp. R5-41
GCF_002741255.1	2048775	GCF_002741255.1	ASM274125v1	Escherichia coli O114:H49 (E. coli)	562	Escherichia coli	GCA_002741255.1GCF_002741255.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741455.1	2048776	GCF_002741455.1	ASM274145v1	Escherichia coli O128:H27 (E. coli)	562	Escherichia coli	GCA_002741455.1GCF_002741455.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741215.1	2048777	GCF_002741215.1	ASM274121v1	Escherichia coli O15:H11 (E. coli)	562	Escherichia coli	GCA_002741215.1GCF_002741215.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741595.1	2048778	GCF_002741595.1	ASM274159v1	Escherichia coli O178:H19 (E. coli)	562	Escherichia coli	GCA_002741595.1GCF_002741595.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741275.1	2048779	GCF_002741275.1	ASM274127v1	Escherichia coli O182:H21 (E. coli)	562	Escherichia coli	GCA_002741275.1GCF_002741275.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741315.1	2048780	GCF_002741315.1	ASM274131v1	Escherichia coli O25:H16 (E. coli)	562	Escherichia coli	GCA_002741315.1GCF_002741315.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002741475.1	2048781	GCF_002741475.1	ASM274147v1	Escherichia coli O27:H7 (E. coli)	562	Escherichia coli	GCA_002741475.1GCF_002741475.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
GCF_002944315.1	2048897	GCF_002944315.1	ASM294431v1	Rhizobium sp. NXC24 (a-proteobacteria)	2048897	Rhizobium sp. NXC24	GCA_002944315.1GCF_002944315.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. NXC24
GCF_003856715.1	2048898	GCF_003856715.1	ASM385671v1	Microbacterium sp. Y-01 (high GC Gram+)	2048898	Microbacterium sp. Y-01	GCA_003856715.1GCF_003856715.1identical	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. Y-01
GCF_003932755.1	2049332	GCF_003932755.1	ASM393275v1	Methylomicrobium sp. wino1 (g-proteobacteria)	2049332	Methylomicrobium sp. wino1	GCA_003932755.1GCF_003932755.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomicrobium	Methylomicrobium sp. wino1
GCF_002741635.1	2049486	GCF_002741635.1	ASM274163v1	Shigella flexneri 7b (enterobacteria)	623	Shigella flexneri	GCA_002741635.1GCF_002741635.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri
GCF_002753995.1	2049589	GCF_002753995.1	ASM275399v1	Pseudomonas sp. HLS-6 (g-proteobacteria)	2049589	Pseudomonas sp. HLS-6	GCA_002753995.1GCF_002753995.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. HLS-6
GCF_002946835.1	2049881	GCF_002946835.1	ASM294683v1	Streptomyces dengpaensis (high GC Gram+)	2049881	Streptomyces dengpaensis	GCA_002946835.1GCF_002946835.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces dengpaensis
GCF_002763675.1	2049935	GCF_002763675.1	ASM276367v1	Bacillus sp. Lzh-5 (firmicutes)	2049935	Bacillus sp. Lzh-5	GCA_002763675.1GCF_002763675.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Lzh-5
GCF_002335685.1	2051552	GCF_002335685.1	ASM233568v1	Mycobacterium sp. PYR15 (high GC Gram+)	2051552	Mycobacterium sp. PYR15	GCA_002335685.1GCF_002335685.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp. PYR15
GCF_002787395.1	2051905	GCF_002787395.1	ASM278739v1	Enterobacter sp. CRENT-193 (enterobacteria)	2051905	Enterobacter sp. CRENT-193	GCA_002787395.1GCF_002787395.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter sp. CRENT-193
GCF_003568865.1	2051957	GCF_003568865.1	ASM356886v1	Rubrobacter indicoceani (actinobacteria)	2051957	Rubrobacter indicoceani	GCA_003568865.1GCF_003568865.1identical	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter indicoceani
GCF_003052165.1	2052657	GCF_003052165.1	ASM305216v1	Dietzia sp. JS16-p6b (high GC Gram+)	2052657	Dietzia sp. JS16-p6b	GCA_003052165.1GCF_003052165.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia	Dietzia sp. JS16-p6b
GCF_003352005.1	2052660	GCF_003352005.1	ASM335200v1	Oceanobacillus sp. 160 (firmicutes)	2052660	Oceanobacillus sp. 160	GCA_003352005.1GCF_003352005.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus sp. 160
GCF_002892535.1	2052837	GCF_002892535.1	ASM289253v1	Neisseriaceae bacterium DSM 100970 (b-proteobacteria)	2052837	Neisseriaceae bacterium DSM 100970	GCA_002892535.1GCF_002892535.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	Neisseriaceae bacterium DSM 100970
GCF_003047225.1	2052936	GCF_003047225.1	ASM304722v1	Bacillus sp. Y-01 (firmicutes)	2052936	Bacillus sp. Y-01	GCA_003047225.1GCF_003047225.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Y-01
GCF_003063705.1	2052938	GCF_003063705.1	ASM306370v1	Enterobacteriaceae bacterium S05 (enterobacteria)	2052938	Enterobacteriaceae bacterium S05	GCA_003063705.1GCF_003063705.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	Enterobacteriaceae bacterium S05
GCF_002833485.1	2053832	GCF_002833485.1	ASM283348v1	Bacillus sp. HBCD-sjtu (firmicutes)	2053832	Bacillus sp. HBCD-sjtu	GCA_002833485.1GCF_002833485.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HBCD-sjtu
GCF_001077715.1	2054173	GCF_001077715.1	ASM107771v1	Candidatus Coxiella mudrowiae (g-proteobacteria)	2054173	Candidatus Coxiella mudrowiae	GCA_001077715.1GCF_001077715.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	Candidatus Coxiella mudrowiae
GCF_003183825.1	2055	GCF_003183825.1	ASM318382v1	Gordonia terrae (high GC Gram+)	2055	Gordonia terrae	GCA_003183825.1GCF_003183825.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae
GCF_001698225.1	2055	GCF_001698225.1	ASM169822v1	Gordonia terrae (high GC Gram+)	2055	Gordonia terrae	GCA_001698225.1GCF_001698225.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae
GCF_002804065.1	2055160	GCF_002804065.1	ASM280406v1	Kyrpidia spormannii (firmicutes)	2055160	Kyrpidia spormannii	GCA_002804065.1GCF_002804065.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Kyrpidia	Kyrpidia spormannii
GCF_002808045.1	2055892	GCF_002808045.1	ASM280804v1	Idiomarina sp. X4 (g-proteobacteria)	2055892	Idiomarina sp. X4	GCA_002808045.1GCF_002808045.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina sp. X4
GCF_002952755.1	2056494	GCF_002952755.1	ASM295275v1	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20 (bacteria)	2056494	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20	GCA_002952755.1GCF_002952755.1identical	Bacteria	Candidatus Saccharibacteria	NA	NA	NA	NA	Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20
GCF_002831565.1	2057025	GCF_002831565.1	ASM283156v1	Spirosoma pollinicola (CFB group bacteria)	2057025	Spirosoma pollinicola	GCA_002831565.1GCF_002831565.1identical	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma pollinicola
GCF_003325455.1	2057246	GCF_003325455.1	ASM332545v1	Acidipropionibacterium virtanenii (high GC Gram+)	2057246	Acidipropionibacterium virtanenii	GCA_003325455.1GCF_003325455.1identical	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium	Acidipropionibacterium virtanenii
GCF_002831585.1	2057741	GCF_002831585.1	ASM283158v1	Bradyrhizobium sp. SK17 (a-proteobacteria)	2057741	Bradyrhizobium sp. SK17	GCA_002831585.1GCF_002831585.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. SK17
GCF_004010955.1	2057743	GCF_004010955.1	ASM401095v1	Actinomyces sp. 299 (high GC Gram+)	2057743	Actinomyces sp. 299	GCA_004010955.1GCF_004010955.1identical	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. 299
GCF_002850555.1	2057791	GCF_002850555.1	ASM285055v1	Enterococcus sp. CR-Ec1 (firmicutes)	2057791	Enterococcus sp. CR-Ec1	GCA_002850555.1GCF_002850555.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. CR-Ec1
GCF_004102025.1	2057800	GCF_004102025.1	ASM410202v1	Actinomyces sp. 410 (high GC Gram+)	2057800	Actinomyces sp. 410	GCA_004102025.1GCF_004102025.1identical	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. 410
GCF_002831665.1	2057808	GCF_002831665.1	ASM283166v1	Lacinutrix sp. Bg11-31 (CFB group bacteria)	2057808	Lacinutrix sp. Bg11-31	GCA_002831665.1GCF_002831665.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lacinutrix	Lacinutrix sp. Bg11-31
GCF_002831605.1	2058133	GCF_002831605.1	ASM283160v1	Alteromonas sp. MB-3u-76 (g-proteobacteria)	2058133	Alteromonas sp. MB-3u-76	GCA_002831605.1GCF_002831605.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. MB-3u-76
GCF_002831625.1	2058134	GCF_002831625.1	ASM283162v1	Nonlabens sp. MB-3u-79 (CFB group bacteria)	2058134	Nonlabens sp. MB-3u-79	GCA_002831625.1GCF_002831625.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens sp. MB-3u-79
GCF_002831645.1	2058135	GCF_002831645.1	ASM283164v1	Olleya sp. Bg11-27 (CFB group bacteria)	2058135	Olleya sp. Bg11-27	GCA_002831645.1GCF_002831645.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
GCF_002833405.1	2058136	GCF_002833405.1	ASM283340v1	Planococcus sp. MB-3u-03 (firmicutes)	2058136	Planococcus sp. MB-3u-03	GCA_002833405.1GCF_002833405.1identical	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	Planococcus sp. MB-3u-03
GCF_002831685.1	2058137	GCF_002831685.1	ASM283168v1	Polaribacter sp. ALD11 (CFB group bacteria)	2058137	Polaribacter sp. ALD11	GCA_002831685.1GCF_002831685.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	Polaribacter sp. ALD11
GCF_006159205.1	2058175	GCF_006159205.1	ASM615920v1	Antarcticibacterium flavum (CFB group bacteria)	2058175	Antarcticibacterium flavum	GCA_006159205.1GCF_006159205.1identical	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium	Antarcticibacterium flavum
GCF_000008945.1	205913	GCF_000008945.1	ASM894v1	Bifidobacterium longum DJO10A (high GC Gram+)	216816	Bifidobacterium longum	GCA_000008945.1GCF_000008945.1identical	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum
GCF_000011785.1	205914	GCF_000011785.1	ASM1178v1	Histophilus somni 129PT (g-proteobacteria)	731	Histophilus somni	GCA_000011785.1GCF_000011785.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Histophilus	Histophilus somni
GCF_000012245.1	205918	GCF_000012245.1	ASM1224v1	Pseudomonas syringae pv. syringae B728a (g-proteobacteria)	317	Pseudomonas syringae	GCA_000012245.1GCF_000012245.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae
GCF_000013145.1	205920	GCF_000013145.1	ASM1314v1	Ehrlichia chaffeensis str. Arkansas (a-proteobacteria)	945	Ehrlichia chaffeensis	GCA_000013145.1GCF_000013145.1identical	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia chaffeensis
GCF_000012705.1	205921	GCF_000012705.1	ASM1270v1	Streptococcus agalactiae A909 (firmicutes)	1311	Streptococcus agalactiae	GCA_000012705.1GCF_000012705.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
GCF_000012445.1	205922	GCF_000012445.1	ASM1244v1	Pseudomonas fluorescens Pf0-1 (g-proteobacteria)	294	Pseudomonas fluorescens	GCA_000012445.1GCF_000012445.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens
GCF_002838165.1	2059264	GCF_002838165.1	ASM283816v1	Shewanella sp. Pdp11 (g-proteobacteria)	2059264	Shewanella sp. Pdp11	GCA_002838165.1GCF_002838165.1identical	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. Pdp11
GCF_002848345.1	2059672	GCF_002848345.1	ASM284834v1	Chromobacterium sp. ATCC 53434 (b-proteobacteria)	2059672	Chromobacterium sp. ATCC 53434	GCA_002848345.1GCF_002848345.1identical	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	Chromobacterium sp. ATCC 53434
GCF_002848445.1	2059875	GCF_002848445.1	ASM284844v1	Gordonia sp. YC-JH1 (high GC Gram+)	2059875	Gordonia sp. YC-JH1	GCA_002848445.1GCF_002848445.1identical	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia sp. YC-JH1
GCF_002847285.1	2059884	GCF_002847285.1	ASM284728v1	Streptomyces sp. CMB-StM0423 (high GC Gram+)	2059884	Streptomyces sp. CMB-StM0423	GCA_002847285.1GCF_002847285.1identical	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. CMB-StM0423
GCF_002220775.1	206	GCF_002220775.1	ASM222077v1	Campylobacter sputorum (e-proteobacteria)	206	Campylobacter sputorum	GCA_002220775.1GCF_002220775.1identical	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter sputorum
GCF_002393265.1	2060307	GCF_002393265.1	ASM239326v1	Enterococcus sp. FDAARGOS_375 (firmicutes)	2060307	Enterococcus sp. FDAARGOS_375	GCA_002393265.1GCF_002393265.1identical	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus sp. FDAARGOS_375
